22834540,PROM DES ANGLAIS,06200,Nice,12,7.213302,43.667774
58696,PROM DES ANGLAIS,06200,Nice,,7.24015,43.68847
420000,BD NAPOLEON III,06200,Nice,106,7.228383,43.691246
295801.53,AV DE CARRAS,06200,Nice,70,7.230337,43.680724
154000,LOU COURTIOU,06200,Nice,,7.205029,43.740795
339000,AV AUGUSTE VEROLA,06200,Nice,,7.19155,43.70998
1150000,BD FRANCOIS GROSSO,06000,Nice,,7.251171,43.696065
149000,BD PAUL MONTEL,06200,Nice,,7.208385,43.675119
180740,AV ESTIENNE D ORVES,06000,Nice,34,7.24341,43.702779
690000,CHE DES TREUYES,06200,Nice,47,7.22815,43.706355
250000,AV DE FABRON,06200,Nice,,7.215537,43.690921
102000,BD CARLONE,06200,Nice,21,7.238879,43.694182
317000,BD DE MONTREAL,06200,Nice,,7.213841,43.688825
96000,AV DE LA BORNALA,06200,Nice,20,7.236049,43.695537
530000,AV CERNUSCHI,06100,Nice,,7.250226,43.729094
26833200,,,Nice,,,
12170179,,,Nice,,,
250000,RUE ALBERT 1ER,06500,Menton,,7.49232,43.772742
198000,PROM VAL DU CAREI,06500,Menton,46,7.493279,43.791877
660000,AV VIRGINIE HERIOT,06190,Roquebrune-Cap-Martin,80,7.473051,43.755987
735000,RTE DE CASTELLAR,06500,Menton,,7.505668,43.789761
55000,,,Beausoleil,,7.428617,43.748869
700000,MTE DES GERANIUMS,06240,Beausoleil,18,7.42455,43.743992
1210000,,,Roquebrune-Cap-Martin,,7.435892,43.752604
215000,RUE MORGAN,06500,Menton,,7.494551,43.771883
3780000,,,Roquebrune-Cap-Martin,,7.435892,43.752604
85000,PROM MAL LECLERC HAUTECLOQUE,06500,Menton,19,7.494252,43.778788
172500,IMP DE PROVENCE,06190,Roquebrune-Cap-Martin,,7.482147,43.763828
170000,RUE SAINT MICHEL,06500,Menton,43,7.506994,43.776159
800000,CHE DE LA COUALA,06190,Roquebrune-Cap-Martin,165,7.457104,43.764994
55000,BD DE LA REPUBLIQUE,06240,Beausoleil,,7.426731,43.744644
235000,RUE VILLAREY,06500,Menton,52,7.501508,43.776166
700000,,,Beausoleil,,7.43402,43.752526
725000,CHE DE LA ROUSSE,06240,Beausoleil,,7.430886,43.7501
160000,AV DE VERDUN,06190,Roquebrune-Cap-Martin,44,7.472172,43.762004
342500,PUE,06190,Roquebrune-Cap-Martin,,7.476079,43.766696
